课程代码,课程名称,课程英文名称,学分,周学时,总学时,课程类别,课程类型,开课部门,课程归属,课程标识,认定类别,是否允许申请免听,是否允许补考,建议修读年级,是否荣誉课程,是否竺可桢学院课程,是否体育分项,对应课程代码,课程简介
BIO3072M,群落与生态系统生态学,Population And Ecosystem Ecology,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,可以申请免听,是,3,否,否,否,07120910,"群落和生态系统生态学是生态学及相关专业的 核心专业课程之一。本课程结合外文经典著作和教材，主要讲授生物群落和生态系统结构、过程及其调控的特征和规律、分析和研究方法、前沿进展和应用等。群落和生态系统生态学回答的问题包括为什么生物多样性存在纬度梯度格局；热带雨林产生大量生物量但土壤积累很薄的枯枝落叶层；为什么大气二氧化碳浓度呈锯齿状波动等等。使学生掌握国际先进的群落生态系统生态学知识和研究创新技能, 应对和解决人类面临的相关挑战。"
BIO3073M,全球变化生态学,Global Change Ecology,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,可以申请免听,是,3,否,否,否,07120920,"全球变化越来越成为世界各国专家学者、政策制定者乃至普通民众关注焦点。本课程将立足全球变化基础研究前沿和国家战略需求，面向我校相关专业高年级本科生，系统阐述全球变化因子对地球生态系统结构与功能的影响机制，探讨应对全球变化的可能对策。 本课程依据当前生态学研究的主流方向，将课程内容划分为森林、草地、苔原、农田、地下、模型、干扰等特色模块。课程内容主要包括:(1)碳、氮与水在陆地、海洋与大气系统的循环特征；（2）全球变化（如CO2浓度增加、气候变暖、降雨频率与强度变化等）对生态系统影响及反馈机制；（3）物种入侵、土地利用方式变化的生态系统效应；（4）生物多样性降低及后果、减排与生态系统碳固持、未来全球变化条件下的农业生产与发展等。"
BIO3074M,病理分子生物学,Molecular Pathology,1.5,1.5-0.0,24,专业课,理论课,生命科学学院,,,,可以申请免听,是,3,否,否,否,07120950,"本课程主要涉及：1）病理分子生物学研究方法，2）病理情况下基因结构与基因功能的研究，3）相关重大疾病的发病机理以及研究进展，如心血管疾病及相关老年疾病的分子机制的研究等。通过对病理分子生物学基础知识及前沿研究方向的学习，学生将会对该领域有更深入的了解。"
BIO3075M,工程生物学,Engineering Biology,1.5,1.5-0.0,24,专业课,理论课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07120960,"本课程主要涉及：1）工程生物学的基本原理和研究方法，2）工程生物学领域的前沿技术进展和工具开发，3）工程生物学技术的相关应用研究进展包括生物传感、生物计算、生物制造和生物治疗。此外，本课程还涉及科学文献检索，自主课题设计和计划的撰写等。通过对工程生物学基础知识及前沿研究方向的学习，学生将会对该领域有更深入的了解及为学生将来在工程生物学方面继续深入研究做好了充分的准备。"
BIO3076M,生物物理与仪器分析,Biophysics And Instrumental Analysis,3.0,3.0-0.0,48,专业课,理论课,生命科学学院,,,,不得申请免听,是,3,否,否,否,07120980,"课程内容主要包括分子生物物理、膜与细胞生物物理、辐射生物物理与光生物物理、研究生物系统的物理方法和技术、理论生物物理等。通过介绍蛋白质分子的结构基础、生物膜的结构与功能、辐射及其生物学效应、蛋白质结构预测和分析中的数理方法、研究生物系统的仪器技术与应用等，使学生了解生物物理学的基本概念和知识，熟悉研究生物系统的物理方法和仪器分析技术。"
BIO3077M,生物物理与仪器分析实验,Biophysics And Instrumental Analysis Experiments,2.0,0.0-4.0,64,专业课,独立设置实验（训练）课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07120990,"生物物理与仪器分析实验课程是通过一系列实验课程学习，使得理论与实践相结合，学生能够总体上掌握有关生物物理学仪器的基本理论、仪器分析的基本思想方法和主要分析仪器的基本操作，学会利用生物物理学的理论与仪器分析技术方法分析和解决问题，激发学生的创新精神，强化技能培养，培养求真、求实的科学品德和科研能力，提高科研动手能力，为科学研究奠定基础。"
BIO3081M,基因工程技能训练,Technical Training Of Gene Engineering,3.0,+3,96,专业课,独立设置实验（训练）课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07188121,"基因工程是一门实验性很强的学科，对生物学、农学、医学和药学各学科的基础研究和实验方法的发展都有重要作用。本课程是探究分子克隆的技术体系的技能训练课程。以靶基因获取、表达、鉴定以及纯化、测活为主线，集中分子克隆中经典的方法以及最新的研究技术，充分体现先进性，系统性和综合性的特点。"
BIO3082M,细胞工程技能训练,Technology Training Of Cell Engineering,3.0,+3,96,专业课,独立设置实验（训练）课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07188141,"细胞工程技能训练作为细胞工程理论课程的实战练习，课程以单克隆抗体制备为主线,以细胞培养、细胞融合、细胞的冻存与复苏以及抗体检测为重点,通过反复的操作训练,使学生熟练掌握关键技术，再通过自主实验培养学生的兴趣和激发学生的创新热忱，为今后从事生物技术的研究与开发打下很好的基础。"
BIO3084M,科研实践,Scientific Research Practice,2.0,+2,64,专业课,独立设置实验（训练）课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07188181,"科研实践课程是开放式、综合性的科研训练过程，旨在训练学生“探究式”学习方法和培养学生科学思维的能力；使学生在创新意识、科研能力、合作精神等方面得到训练和提高；培养学生发现生物学问题并综合运用现代生物学技术解决实际问题的能力；培养学生的科研道德、团队合作和勇于创新的精神。"
BIO3088M,进化生物学,Evolutionary Biology,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07190040,"进化（演化，evolution）被认为是改变世界的思想，也是生物学中最大的统一理论。本课程面向生命科学类三四年级学生介绍这一统一理论。课程内容包括进化生物学的基本科学问题、核心理论、达尔文之前和之后的理论发展、理论和方法的应用。课程面向关键性科学问题和全球性挑战的场景，从主要的进化式样入手，以大量的化石、形态以及基因和基因组等方面的实例，学习生命之树和自然选择的原理、分子进化的中性理论和近中性理论、群体遗传学理论等；同时还介绍化石物种、生物大灭绝等宏进化，遗传漂变、基因流、自然和人工选择等微进化，人类自身的进化历史等。本课程采用教师授课与学生分组读书报告相结合的教学方式。"
BIO3089M,合成生物学,Synthetic Biology,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,可以申请免听,是,3,否,否,否,07190250,"本课程主要介绍合成生物学的基本内容和应用，分别从合成生物学的基本方法与技术、DNA元件分析与回路构建、合成生物学应用等三大部分讲解。课程要求实际完成一项简单的研究工作，在此过程中培养有兴趣在合成生物学领域继续发展的学生。本课程为研究型课程。"
BIO3090M,免疫学,Immunology,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,可以申请免听,是,3,否,否,否,07191040,"免疫学是生命科学的前沿学科，不仅与生命科学其他基础学科密切相关，且已渗透至医学、分子生物学等学科，成为一门重要的基础和应用学科。通过对《免疫学》学习，使学生掌握机体免疫器官、免疫细胞及免疫分子的概念、结构和功能特点，掌握免疫系统在正常情况下执行生理性的免疫应答、而在一定条件下导致免疫性疾病的机制。为今后学好生命科学其他课程及科研打下基础。"
BIO3091M,病毒学,Virology,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07191050,"病毒学是现代生命科学的重要分支学科。近年来，由于病毒与人类有着密切的关系，病毒不仅可以引起人类许多严重的疾病，包括席卷全球的艾滋病、肝炎、流感和SARS等，而且还与肿瘤和慢性疾病密切相关。另外，病毒病又对现代农业、畜牧业等构成严重威胁，造成巨大的经济损失，病毒学在生命科学中的地位和作用日益突出。"
BIO3092M,生物制药学,Biopharmaceutics,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,可以申请免听,是,3,否,否,否,07191110,"本课程是生物技术专业的选修课。通过介绍生物制药的概况、新药的评价指标、药物生产管理规范和生产工艺，使学生充分了解包括基因工程生物药物在内的一些重要的生物药物的生产制备原理、工艺流程、质量控制、研究开发、发展前景，使学生对现代生物制药有基本认识，为学生今后在生物制药领域有关的科研、生产工作打下良的好基础。"
BIO3093M,生物显微和超微技术,Microscopic Technique And Ultramicroscopy,3.0,1.0-4.0,80,专业课,理论含实验（训练）课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07192090,"生物显微与超微技术是一门技术性课程，同学们通过本课程的学习和技术训练，在了解生物光学显微镜和电子显微镜的基本知识和工作原理的基础上，掌握光学显微镜和电子显微镜的各种生物样品制备技术及光学显微镜和电子显微镜的操作技术。"
BIO3094M,分子杂交技术（含基因芯片）,An Introduction To Molecular Hybridization,3.0,1.0-4.0,80,专业课,理论含实验（训练）课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07192100,"随着分子生物学的迅速发展，分子杂交技术已被广泛地应用于分子生物学各领域，如克隆基因的筛选、酶切图谱的制作、基因组中特定基因序列的定性、定量检测和疾病的诊断等方面。分子杂交已成为分子生物学中不可或缺的研究工具。本课程涵盖了分子杂交技术的主要内容，主要介绍分子杂交的基本概念以及各种分子杂交方法的基本原理和方法等。实验内容包括非放射性标记核酸探针的制备；Plaque杂交；Northern杂交及Western杂交等"
BIO3095M,免疫学技术,Techniques In Immunology,3.0,0.0-6.0,96,专业课,独立设置实验（训练）课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07192120,"免疫学技术是生命科学研究的重要手段之一，掌握该技术对从事生命科学及相关领域的科研非常重要。通过本课程的教学，使学生在免疫学基本实验技能上得到良好训练，并接触相关前沿技术，为更好地从事生命科学研究打下基础。本课程的教学内容包括流式细胞术、激光共聚焦显微镜技术、电子显微镜技术、冰冻切片与酶细胞化学、干细胞培养与分化试验、细胞凋亡诱导与检测、免疫血清制备、免疫荧光标记技术、巨噬细胞分离与吞噬功能测定、淋巴细胞分离与转化试验、免疫电泳技术、协同凝集试验、双向琼脂扩散试验、酶联免疫吸附试验、抗肿瘤细胞药物试验、NK细胞活性测定等。"
BIO3096M,天然成份分离鉴定技术,Natural Products Isolation And Identification Technology,3.0,0.0-6.0,96,专业课,理论含实验（训练）课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07192130,"天然成份是生物体中的重要结构功能性成份，具有极其重要的研究价值。了解和掌握天然成份的提取和分离技术及其结构鉴定方法，是研究生物体结构和功能活性的关键环节之一。通过本课程的学习，了解和掌握现代天然成份的分离鉴定方法，为学生进一步理解生命运行机制和研制天然药物奠定坚实的基础。"
BIO3097M,生物仪器分析及技术,Bioinstrumentation Analysis & Technology,2.0,1.5-1.0,40,专业课,理论含实验（训练）课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07192150,"《生物仪器分析及技术》主要讲述在生物领域中常用的分析技术与方法，详细分析了各种方法的原理、适用范围、优势、检测精度、影响因素、使用方法等内容，并且详细讲述了上述方法所依托的最常用的仪器的结构和主要器件的功能。本课程包含了生物、物理、化学、电子仪器等学科的交叉内容，在讲述基本原理和经典方法的同时，跟踪世界最新的生物分析技术和方法，在让学生掌握基础知识的同时，开阔眼界，了解生物分析检测技术前沿内容。"
BIO3099M,植物化学与天然药物分析,Phytochemistry And Natural Pharmaceutical Analysis,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,可以申请免听,是,3,否,否,否,07192270,"植物化学与天然药物分析是运用现代科学理论与方法研究和分析植物中化学和药效成分的一门学科。其研究内容包括植物的化学成分，尤其是药用植物中具有生物活性的成分的结构特征、物理化学性质、提取方法以及主要类型化学成分的结构鉴定和天然药物的分析方法。这些研究结果，一方面有利于从化学成分的角度研究植物的亲缘关系；另一方面可寻找具有生理活性的化合物，治病救人，造福于人民。如具有抗癌活性的化合物紫杉醇是从红豆杉的树皮中分离出来的，抗疟疾的化合物青蒿素是从青蒿中分离得到的等实例。"
BIO3100M,植物系统与分子进化,Plant Systematics And Molecular Evolution,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,可以申请免听,是,3,否,否,否,07192280,"系统与分子进化是生物科学、生物技术、农学等专业的重要课程。该课程主要是介绍系统与分子进化的基本原理以及如何利用分子生物学方法与技术，研究生物多样性的起源与进化规律以及系统发育关系，由基本知识和基本技能两部分组成：前者涵盖分类学、分子生物学、系统发育学、亲缘地理学及进化生物学等学科的基本原理与方法；后者包括如何利用生物信息手段进行系统发育树的构建、遗传变异检测、谱系地理结构与群体进化历史分析、转录组数据分析与适应性进化分析等。通过理论与实践相结合的方式培养学生运用所学知识和技能开展系统与进化方面的研究与创新能力。"
BIO3101M,分子生态学,Molecular Ecology,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,可以申请免听,是,3,否,否,否,07192310,"分子生态学是从分子水平研究生态学问题的一门综合性课程，课程目标是引导学生熟练运用分子生物学的原理和方法研究生态学、生物进化、生物行为和保护等科学问题。课程致力于探讨生物与环境间相互作用的分子生物学基础，是生态学专业的重要专业基础课程。本课程内容涵盖分子遗传学的基础原理和技术方法，重点介绍生态学领域用到遗传物质、分子标记的类型，及其在种群的遗传分析中的应用。本课程设计作为生态学专业的专业基础课程，也可用于生物学、环境科学专业及农学等相关专业的选修课程。本课程采用中文和英文结合的双语教学。"
BIO3102M,微生物生态学,Microbial Ecology,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,不得申请免听,是,3,否,否,否,07192330,"微生物生态学是研究微生物与周围生物和非生物环境之间相互关系的一门科学。课程的主要内容包括5方面：（1）正常自然环境中微生物的分布、分布规律；（2）极端自然环境中微生物的分布特点和应用；（3）微生物与非生物环境因素的关系；（4）微生物与生物因素的关系；（5）微生物生态学与社会可持续发展。本课程通过学习基本知识、研读研究进展和学术演讲，旨在使学生打好基础、拓宽视野，在学习大量知识的同时，培养学生用生态学的思维对待和思考各种微生物学问题。"
BIO3103M,生物地理学,Biogeography,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07192340,"生物地理学是生态学、生物科学等专业的重要课程。该课程是生物学和地理学的交叉学科，主要研究生物在时间和空间上的分布，即生物群落及其组成成分在地球上的分布模式及其形成原因。本课程将从生态生物地理学和历史生物地理学两个视角审视植物和动物的分布，前者包括生物群落、气候、植被等方面的知识，后者包括植物区系学、系统发育学、古植物学等方面的内容。课程内容包括课堂教学、随堂测验、实地考察、自主研究等模块。通过理论与实践相结合的方式培养学生运用所学知识和技能开展生物地理学方面的研究与创新能力。"
BIO3104M,景观生态学与生态规划,Landscape Ecology And Ecological Planning,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,可以申请免听,是,3,否,否,否,07192370,"本课程是结合景观生态学原理与规划设计方法的专业选修课程，旨在培养具有生态理念和可持续发展规划意识的新型人才。理论讲解包括景观生态学与生态规划的核心概念、发展历史、理论基础、生态修复、区域生态规划与设计等内容，让学生深入了解景观格局与生态规划之间的相互作用。通过案例分析和实践指导帮助学生掌握景观格局与生态过程分析、生态规划方法以及可持续景观设计等技能，让学生深入了解如何将生态原则应用于城市、乡村和区域的规划与管理之中。强化学生对生态规划在国家发展中重要作用的认识，培养学生在中国生态规划领域的创新实践能力和社会责任感。"
BIO3107M,微藻与作物生产及环境修复,Environmental Ecological Restoration Technology,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,不得申请免听,否,3,否,否,否,07192440,"本课程主要面向农学、环境及生物专业本科生在介绍微藻在作物生产及环境修复中的应用的最新研究进展。课程内容包括藻类概述、微藻在粮食作物和蔬菜作物生产中的应用及微藻对作物的影响机制、微藻在土壤和废水修复中的应用及微藻去除污染物（重金属、农药、盐分等）的机制。课程注重培养学生研读英文专业文献及专业英语写作的能力。课程内容具有较鲜明的时代特征，在学科交叉的教学方面有显著特色。"
BIO3108M,系统和分子进化学,Systematics And Molecular Evolution,3.0,3.0-0.0,48,专业课,理论含实验（训练）课,生命科学学院,,,,不得申请免听,是,3,否,否,否,07192450,"详细介绍系统发育学和群体遗传学基本原理，着重学习遗传分子变异构建系统发育树和计算机模拟物种形成和种群分化历史的原理和计算机操作训练，并对分子进化学的经典领域（包括物种形成、自然选择、中性理论等）进行深入专题探讨。"
BIO3109M,生物物理学,Biophysics,3.0,3.0-0.0,48,专业课,理论课,生命科学学院,,,,不得申请免听,否,3,否,否,否,,"课程内容主要包括分子生物物理、膜与细胞生物物理、辐射生物物理、研究生物系统的物理方法和技术等。通过介绍蛋白质分子的结构基础、生物膜的结构与功能、辐射及其生物学效应、蛋白质结构预测和分析中的数理方法、研究生物系统的仪器技术与应用等，使学生了解生物物理学的基本概念和知识，熟悉研究生物系统的物理方法和技术。"
BIO3110M,生物物理与仪器分析,Biophysics and instrumental analysis,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,不得申请免听,否,3,否,否,否,,"课程内容主要包括分子生物物理、膜与细胞生物物理、辐射生物物理与光生物物理、研究生物系统的物理方法和技术、理论生物物理等。通过介绍蛋白质分子的结构基础、生物膜的结构与功能、辐射及其生物学效应、蛋白质结构预测和分析中的数理方法、研究生物系统的仪器技术与应用等，使学生了解生物物理学的基本概念和知识，熟悉研究生物系统的物理方法和仪器分析技术。"
BIO4031M,发育生物学,Developmental Biology,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,可以申请免听,是,4,否,否,否,07190450,"本课程向生物相关学科的三年级学生介绍现代发育生物学发展的全貌。课程内容包括发育生物学研究的基本方法，以及性别决定、配子发生、受精、干细胞与细胞分化、卵裂、胚层形成与形态发生、体轴形成、器官发生等生命过程中的细胞及分子机制，并介绍成体组织、器官形成与再生机理。课程注重讲授发育生物学研究的思想和方法，培养学生科研逻辑和思路。课程内容具有鲜明的时代特征。"
BIO4032M,发育生物学实验,Developmental Biology Lab,1.0,0.0-2.0,32,专业课,独立设置实验（训练）课,生命科学学院,,,,不得申请免听,否,4,否,否,否,07190460,"发育生物学是研究多细胞生物自我构建奥秘的科学，又是繁殖、育种、胚胎工程，基因工程，干细胞与组织器官工程等应用技术的理论基础。发育生物学实验课程教学内容包括观察模式动物斑马鱼和爪蟾胚胎发育的过程；学习发育生物学研究中常用的基因表达和功能分析技术；检测关键发育调控基因表达的时空模式以及与胚胎形体模式形成的关系。"
BIO4044MZ,科研训练,Scientific Research Traing,3.0,2.0-2.0,64,专业课,理论含实验（训练）课,生命科学学院,,,,不得申请免听,是,4,否,是,否,071Q0019,"科研训练课程是开放式、综合性的科研训练过程，旨在训练学生“探究式”学习方法和培养学生科学思维的能力；使学生在创新意识、科研能力、合作精神等方面得到训练和提高；培养学生发现生物学问题并综合运用现代生物学技术解决实际问题的能力；培养学生的科研道德、团队合作和勇于创新的精神。"
BIO4049M,动物繁殖生物学,Animal Reproductive Biology,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,可以申请免听,是,4,否,否,否,07120170,"《动物繁殖生物学》是发育生物学、生理学的一个重要分支。目前动物繁殖生物学已成为国际上最活跃最具挑战性的学科之一，也是研究热门话题最为集中的领域。该课程将系统介绍以下知识点：生殖器官的结构与功能，精子发生与卵子发生，精子成熟和卵子成熟，受精及胚胎着床，妊娠原理，分娩与泌乳，性别决定，激素对生殖的调控，生殖健康，繁殖生物学研究技术以及最新进展。这门课程不仅将使学生不再对生殖现象感到神秘，而且会激发学生对这一研究领域的浓厚兴趣。通过学习，（1）要求学生了解生殖过程的各个环节，掌握一些重要的概念，同时了解生殖生物学领域的最新研究动态。（2）要求学生树立正确的世界观，作为一个浙大人，应有远大的奋斗目标，以贝时璋等前辈为楷模，为浙大的发展、为中国的教育事业贡献自己的青春。本课程共32学时，均为理论教学，分8周完成。"
BIO4054M,生态科学研究技术,Ecological Science Research,2.0,0.0-4.0,64,专业课,独立设置实验（训练）课,生命科学学院,,,,不得申请免听,否,4,否,否,否,07120270,"生态科学研究技术通过野外取样及观测技术、实验室分析技术、生态工程技术、模型模拟技术，培养学生掌握生态学研究的基本技术和思想方法，进一步了解其他高科学技术在现代生态学研究中的应用，使学生在毕业走向工作岗位后能迅速适应与生态学有关的科研部门工作或其他工作，对社会发展起到应有的作用。"
BIO4059M,恢复生态学,Restoration Ecology,2.0,2.0-0.0,32,专业课,理论课,生命科学学院,,,,可以申请免听,是,4,否,否,否,07120500,"人类活动影响和改变了自然生态系统的发展历程。在现在科学技术和生产生活活动的强度干扰下，包括自然生态系统在内的各类生态系统出现了不同程度的受损，从而表现出生态系统组分、结构、过程、功能及系统稳定性和生产力出现恶化性改变。如何保护现有的自然生态系统，综合整治与恢复已退化生态系统，以及重建可持续的人工生态系统，已成为摆在人类面前亟待解决的重要课题。在这种背景之下，恢复生态学(Restoration Ecology)应运而生并迅猛发展，现已日益成为世界各国的研究热点。恢复生态学是20世纪80年代迅速发展起来的现代应用生态学的一个分支。生态恢复是研究生态系统退化的原因、退化生态系统恢复与重建的技术和方法及其生态学过程和机理。生态恢复的关键是系统功能的恢复和合理结构的构建。本课程主要介绍了有关恢复生态学的产生、发展、理论与内容体系；生态恢复工程与技术原理；农田、矿区土壤的生态恢复技术；湖泊水体生态恢复；退化森林与生态公益林的恢复与建设；草地生态恢复技术；小流域生态系统的恢复重建技术；生态脆弱带的生态恢复重建技术；自然保护区的生态保护技术。"
BIO4063M,生物芯片原理及数据分析,Microarray Analysis,2.0,1.5-1.0,40,专业课,理论含实验（训练）课,生命科学学院,,,,可以申请免听,是,4,否,否,否,07120650,"本课程系统概括了生物芯片（微阵列）技术及高通量测序技术（NGS）的核心内容，包括微阵列技术的基本概念、芯片表面化学、探针、靶标、芯片制备、检测、数据分析等主要内容，同时了解微阵列的方法学、基因表达谱、基因型检测和诊断等关键技术。通过具体课题研究学习掌握NGS技术。本课程内容全面，兼具理论性和应用性，使学生能在学习后掌握新型有效的生物分析技术，锻炼课题研究，撰写论文的能力。"
BIO4064M,系统生物学,Systems Biology,2.0,1.5-1.0,40,专业课,理论含实验（训练）课,生命科学学院,,,,不得申请免听,是,4,否,否,否,07120680,"本课程主要介绍系统生物学的基本内容和应用，分别从生物学数据的挖掘与整合、系统生物学模型的建立和模拟、系统生物学的分析等三大部分讲解。最后介绍系统生物学的数据标准化的研究及应用情况。课程要求实际完成一项简单的研究工作，在此过程中培养有兴趣在系统生物学领域继续发展的学生。本课程为研究型课程。"
BIO4067M,生物技术产业实习,Practice Of Biotechnology Industry,1.0,+1,32,专业课,实习课,生命科学学院,,,,不得申请免听,否,4,否,否,否,07120790,"经过多年的发展，我国生物产业已经有了一个良好的基础，表现为生物技术水平不断提高、技术产业化进程加快。尽管与国际先进水平还有不少差距，但生物产业已经成为国家战略性新兴产业的重要组成部分，生物技术产业的未来前景将十分广阔。在这门课程中，通过对发展迅速的生物技术企业的参观和技术人员的交流，使学生们见证现代生物技术从课堂走向生物科技产业的历程，让学生亲眼见证现代生物技术产业的发展和前景，从而增强从事生物技术科研的兴趣和信心。"
BIO4083M,生物信息学产业实践,Practical Industrial Bioinformatics,1.0,+1,32,专业课,独立设置实验（训练）课,生命科学学院,,,,不得申请免听,否,4,否,否,否,07188170,"本课程在学习《生物信息学》专业知识的基础上，结合大学生创新创业的相关内容，组织学生到生物信息学相关企业、研究单位进行实地参观与学校，了解生物信息学产业化的现状和发展态势，增强学生的创新创业潜力。"
BIO4087M,毕业论文（设计）,Final Term Project/Thesis of B.S.,8.0,+10,320,专业课,毕业论文/设计,生命科学学院,,,,不得申请免听,否,4,否,否,否,07189010,"完成毕业论文（设计）是本科生获得学士学位的必要条件。毕业论文安排在第四学年春夏学期进行。"
BIO4098M,生态学研究技术,Technology Of Ecological Research,2.0,0.0-4.0,64,专业课,独立设置实验（训练）课,生命科学学院,,,,不得申请免听,否,4,否,否,否,07192250,"生态学研究技术通过野外取样及观测技术、实验室分析技术、生态工程技术、模型模拟技术，培养学生掌握生态学研究的基本技术和思想方法，进一步了解其他高科学技术在现代生态学研究中的应用，使学生在毕业走向工作岗位后能迅速适应与生态学有关的科研部门工作或其他工作，对社会发展起到应有的作用。"
